OBJECTID,objectid_1,vendor_name,vendor_city,vendor_state,vendor_zip_code,vendor_id
4350,4350,LATUX DIAMOND BLADE DI,POMPANO BEACH,FL,33069,26775
4351,4351,"FOWLER, NED H",SKYLAND,NC,28776,27439
4352,4352,URBAN HOMESTEADING ASSISTANCE INC,NEW YORK,NY,10005,27771
4353,4353,ONE WELLS FARGO CTR GA,CHARLOTTE,NC,28202,28103
4354,4354,DELL MARKETING LP,ATLANTA,GA,30353,20254
4355,4355,"S2K CONSULTING, INC.",WATER PARK,FL,32789,23881
4356,4356,PHOENIX LANDSCAPE OF CHARLOTTE,TAYLORS,SC,29687,25209
4357,4357,"SHEAN, CACHELLE LYNN",WINTERVILLE,NC,28590,27084
4358,4358,WAKE FOREST UNIVERSITY HEALTH SCIENCES,WINSTON-SALEM,NC,27157,28412
4359,4359,SPEEDPAY:DUKE-ENERGY,CHARLOTTE,NC,28202,34910
4360,4360,HOLIDAY INN,ASHEVILLE,NC,28805,35906
4361,4361,KEVIN T HENSON,TAYLORS,SC,29687,36238
4362,4362,MCROBERTS SALES CO,RUSKIN,FL,33570,31707
4363,4363,"ASHEVILLE ARBORCARE, LLC",ASHEVILLE,NC,28815,32039
4364,4364,SP   AED MARKET,MOUNTAIN HOME,ID,83647,32703
4365,4365,KERRI GARDEN,MARS HILL,NC,28754,33699
4366,4366,CLAIM ADJ/IBUY STORES INC,N/A,N/,10918,34031
4367,4367,TST  BUTTON & CO. BAGE,ASHEVILLE,NC,28801,34246
4368,4368,MATTERN & CRAIG,ASHEVILLE,NC,28801,1754
4369,4369,WEETEK INC,POWELL,TN,37849-1169,2919
4370,4370,NORFOLK SOUTHERN CORPORATION,CHARLOTTE,NC,28272-1209,1923
4371,4371,HOMEWOOD SUITES,CONCORD,NC,28027,34054
4372,4372,FIREHOUSE SUBS #313,ASHEVILLE,NC,28805,34386
4373,4373,CCBILL.COM   ONLYFANS,LOS ANGELES,CA,91304,34887
4374,4374,FELD FIRE,CARROLL,IA,51401,37472
4375,4375,JEWISH COMMUNITY CENTER OF ASHEVILLE,ASHEVILLE,NC,28801,29145
4376,4376,LANDSCAPE STRUCTURES INC.,DELANO,MN,55328,29477
4377,4377,ARNOLD FIRE EQUIPMENT,HONEY BROOK,PA,19344,29809
4378,4378,ALAMO RENT-A-CAR,CLEARWATER,FL,33762,30805
4379,4379,ADROLL,SAN FRANCISCO,CA,94103,32726
4380,4380,"WOLFE AND ASSOCIATES, INC.",CONCORD,NC,28027,13138
4381,4381,NC WILDLIFE RESOURCES COMMISSION,RALEIGH,NC,27699-1722,11478
4382,4382,HAR HARVARD BUSNS REV,BOONE,IA,50037,22839
4383,4383,ALPHA STORAGE TRAILERS AND CONTAINERS,FAIRVIEW,NC,28730,23171
4384,4384,SOUTHERN OFF ROAD BICYCLE ASSOCIATION,SKYLAND,NC,28776,35196
4385,4385,NCLGBA,RALEIGH,NC,27602,38823
4386,4386,NYCTAXI6C63,BROOKLYN,NY,11215,27462
4387,4387,"AUST, ALAN L",ASHEVILLE,NC,28805,28458
4388,4388,PREMIER LOCATIONS TUNN,ASHEVILLE,NC,28805,29122
4389,4389,SHERATON SALT LKE FD,SALT LAKE CIT,UT,84101,33204
4390,4390,HAMPTON INNS,SHELBY,NC,28152,33536
4391,4391,PUMP PRODUCTS,WESTWOOD,NJ,07675,34864
4392,4392,"GLAZER ARCHITECTURE, INC.",ASHEVILLE,NC,28801,10290
4393,4393,ALLEGRA MARKETING PRIN,URBANDALE,IA,50323,26938
4394,4394,SWINGSETMALLCOM,BRENERTON,WA,98310,28272
4395,4395,SOUTHERN PORCH,CANTON,NC,28716,31853
4396,4396,SP   THEATERPRODUCTS,ANAHEIM,CA,92807,34100
4397,4397,SP   JOOLCA.COM,HOUSTON,TX,77043,36430
4398,4398,THE NATIONAL CITIZEN SURVEY,BOULDER,CO,80301,8352
4399,4399,THE NORTH CAROLINA STATE BAR,RALEIGH,NC,27611,10313
4400,4400,QUALITY DATA SYSTEM INC.,MONROE,NC,28110,18803
4401,4401,HEALTHY LEARNING,MONTEREY,CA,93940,27625
4402,4402,GNC #00237,ASHEVILLE,NC,28805,30951
4403,4403,JACK IN THE BOX 6834,CONOVER,NC,28613,35451
4404,4404,CATSTRAP.NET,SAN FRANCISCO,CA,94158,37658
4405,4405,SHEER COMFORT HEATING,FLETCHER,NC,28732,38322
4406,4406,NC SECRETARY OF STATE,RALEIGH,NC,27626-0626,2424
4407,4407,"LANDSCAPE FORMS, INC.",KALAMAZOO,MI,49048,10413
4408,4408,STANDARD & POOR'S FINANCIAL SERVICES LLC,NEW YORK,NY,10041,14495
4409,4409,GASTON COLLEGE,DALLAS,NC,28034,19490
4410,4410,CRICUT,SOUTH JORDAN,UT,84095,37635
4411,4411,AAA ENVIRONMENTAL,SPARTANBURG,SC,29303,38299
4412,4412,MIKES FALCONRY SUPPLIE,GRESHAM,OR,97080,29646
4413,4413,VUDU.COM,SUNNYVALE,CA,94086,32225
4414,4414,SIGN ART ETC,LAFAYETTE,IN,47905,32471
4415,4415,BOSTON MARKET 0561,ASHEVILLE,NC,28803,33553
4416,4416,"LAW OFFICES OF W. DANIEL GRIST, PLLC",CHARLOTTE,NC,28209,36384
4417,4417,SP   NIKESON SHOPIFY,SMAALANDSSTEN,DU,33333,36802
4418,4418,YOUNGS TRUCK CTR INC,CHARLOTTE,NC,28256-0007,3529
4419,4419,ENVIRO SAFETY PRODUCTS,SANTA CLARITA,CA,91355,30333
4420,4420,ASSOCIATION OF OUTDOOR,ANN ARBOR,MI,48189,30456
4421,4421,SP   CROWD CONTROL WAR,ROLLING MEADOWS,IL,60008,30874
4422,4422,WAKE AHEC,RALEIGH,NC,27610,38817
4423,4423,WHOLESALEHATS.COM,PALM DESERT,CA,92211,31120
4424,4424,PMSSHERATONSHARLOTTE,CHARLOTTE,NC,28204,31784
4425,4425,"ALLTEK SECURITY, INC",ASHEVILLE,NC,28806,35743
4426,4426,MLCS WOODWORKING/ EAGL,LOWER SOUTHAMPTON,PA,19006,36161
4427,4427,BLACK & VEATCH CORPORATION,OVERLAND PARK,KS,66211,36284
4428,4428,HOLIDAY INN RESORT WRI,WRIGHTSVILLE BEACH,NC,28480,37612
4429,4429,WESTERN CAROLINA CRIME VICTIMS COALITION,ASHEVILLE,NC,28814,10204
4430,4430,PETER N. GLASS AND ASSOCIATES,CONCORD,NC,28025,18362
4431,4431,"YOUNG OFFICE ENVIRONMENTS, INC.",GREENVILLE,SC,29607-4626,18611
4432,4432,RECO EQUIPMENT INC.,BELMONT,OH,43718,38591
4433,4433,GLORIA ARGUETA,ASHEVILLE,NC,28806,38923
4434,4434,CITY OF WIL COLLECTION,WILMINGTON,NC,28402,28690
4435,4435,SEON SYSTEM SALES INC,COQUITLAM,BC,V3K 7B2,29769
4436,4436,SAFARILAND TRAINING GR,SAN FRANCISCO,CA,94111,34263
4437,4437,WILSONCOMPNYONLINE,DALLAS,TX,75001,34346
4438,4438,TOTALLY PROMOTIONAL,COLDWATER,OH,45828,34595
4439,4439,DR. MATTHEW ALAN MAHAR,FAIRVIEW,NC,28730,37844
4440,4440,FLAME ENGINEERING INC,LA CROSSE,KS,67548,25109
4441,4441,TSACHOICE,CANDLER,NC,28715,25441
4442,4442,SIERRA TRADING POST WE,CHEYENNE,WY,82007,25856
4443,4443,FACTORYOUTLETSTORE.COM,NEW YORK,NY,10018,26769
4444,4444,SAFETY PRODUCTS INC,LAKELAND,FL,33803,5235
4445,4445,THE AWARDS CENTER,ASHEVILLE,NC,28803,1405
4446,4446,FOREST CITY PAINT & SUPPLY CO. INC.,FOREST CITY,NC,28043,16264
4447,4447,Q2 GROUP LLC,ARDEN,NC,28704,21920
4448,4448,ALPHABET SIGNS,GAP,PA,17527,30705
4449,4449,TRUE GRIT PRESENTS LLC,AUSTIN,TX,78704,33576
4450,4450,INTERNATIONAL TRANSACTION,CITY,ST,12345,36576
4451,4451,AMA WIRELESS INC,ASHEVILLE,NC,28806,25750
4452,4452,CAROLINA AXLE SURGEONS,THOMASVILLE,NC,27360,26875
4453,4453,QUALITY POLYGRAPH SERVICES,STOCKBRIDGE,GA,30281,7001
4454,4454,FIRE SYSTEMS INC,CHARLOTTE,NC,28278,7997
4455,4455,OMNI GARAGE,JACKSONVILLE,FL,322023450,32640
4456,4456,"THORBURN ASSOCIATES,INC",ORLANDO,FL,32619,35637
4457,4457,ZAXBY'S #09401,HICKORY,NC,28602,35969
4458,4458,CRAB DU JOUR,ASHEVILLE,NC,28805,38886
4459,4459,ARMY SURPLUS WORLD,HOUSTON,TX,77031,28312
4460,4460,SPARC FOUNDATION INC,ASHEVILLE,NC,28801,28558
4461,4461,TIMOTHY KYLE BARRETT,ASHEVILLE,NC,28816,28644
4462,4462,SP   SKULLS UNLIMITED,OKLAHOMA CITY,OK,73160,29391
4463,4463,INTERSTATE BATTERY,CANDLER,NC,28715,12019
4464,4464,BENEFIT PLANNING CONSULTANTS,CHAMPAIGN,IL,61826,25249
4465,4465,HENDERSONVILLE JEEP CH,HENDERSONVILLE,NC,28792,26380
4466,4466,SLEEP INN & SUITES,CONCORD,NC,28027,33659
4467,4467,ACE APPRAISALS,ARDEN,NC,28704,34950
4468,4468,"SHEMEKKA EBONY,LLC",ANGIER,NC,27501,35282
4469,4469,TAKEOUT CENTRAL LLC,CHAPEL HILL,NC,27514,27376
4470,4470,MCGRUFF SAFE KIDS,LONG LAKE,MN,55356,28003
4471,4471,EOD GEAR,NASHVILLE,TN,37210,28704
4472,4472,BERLINER SEILFABRIK PLAY EQUIPMENT CORP,GREENVILLE,SC,29607,29331
4473,4473,TASK FORCE TIPS INC,VALPARAISO,IN,46383,32331
4474,4474,CLEAN MANAGEMENT ENVIR,WALTERBORO,SC,29488,33622
4475,4475,AD CONCEPTS INC,CHARLOTTE,NC,28222,7456
4476,4476,MOSCA DESIGN,RALEIGH,NC,27615,1800
4477,4477,FAMILYCIRCLE.COM,DES MOINES,IA,50309,25355
4478,4478,THE-HAIRPIN-LEG-C,SALT LAKE CITY,UT,84106,38677
4479,4479,AMATEUR RADIO SUPPLY,NORTH HAVERHILL,NH,03774,32185
4480,4480,COURTYARD BY MARRIOTT,GREENVILLE,SC,29601,32434
4481,4481,"APPALACHIAN NETWORK SERVICES, INC.",FLETCHER,NC,28732,37011
4482,4482,TST  BLACK BEAR PIZZA,ASHEVILLE,NC,28803,38090
4483,4483,LIGHTING SUPPLY,DETROIT,MI,48220,38096
4484,4484,LF STAFFING SERVICES INC,PALM BEACH GARDENS,FL,33418,38339
4485,4485,"MADALONE, ANDY",ASHEVILLE,NC,28805,25604
4486,4486,POPEYES CHICKEN #3,ATLANTA,GA,30320,25942
4487,4487,COLONIAL FORD TRUCK SALES INC,RICHMOND,VA,23224,27270
4488,4488,WINGATE BY WYNDHAM,RALEIGH,NC,27607,28604
4489,4489,SPROUT SOCIAL INC,CHICAGO,IL,60603,31598
4490,4490,FRESH WATER SYSTEMS I,GREENVILLE,SC,29607,31847
4491,4491,"McFALLS, GARY LEE",ASHEVILLE,NC,28806,19799
4492,4492,INTO THE WIND,BOULDER,CO,80302,37449
4493,4493,4 STATE TRUCKS WEB,JOPLIN,MO,648040000,37990
4494,4494,DT  DULUTH TRADING CO,BELLEVILLE,WI,53508,26629
4495,4495,THE BLACKBIRD,ASHEVILLE,NC,28801,27170
4496,4496,AZTECA SYSTEMS INC,SANDY,UT,84070,28498
4497,4497,HOLLINGER METAL EDGE I,FREDERICKSBURG,VA,22408,29291
4498,4498,"BRANZ TECHNOLOGIES, INC.",RALEIGH,NC,27613,32826
4499,4499,HERC RENTALS INC,ATLANTA,GA,31193,4007
4500,4500,GARY LEE ROGERS,ASHEVILLE,NC,28805,18909
4501,4501,PUMPS PARTS & SERVICE,CHARLOTTE,NC,28273,25647
4502,4502,PLANETIZEN INC,SAN LUIS OBISPO,CA,93401,25650
4503,4503,ADDISSAE,ASHEVILLE,NC,28801,29978
4504,4504,HAMPTON INN INDY SOUTH,INDIANAPOLIS,IN,46237,30811
4505,4505,KEITH EUGENE GALLIMORE,ASHEBORO,NC,27205,31893
4506,4506,VIVOSUNCOM,ONTARIO,CA,91761,36470
4507,4507,TE CONNECTIVITY CORPOR,MIDDLETOWN,PA,17057,36716
4508,4508,SCHOOL OF GOVT FOUNDATION INC,CHAPEL HILL,NC,27599-3330,7648
4509,4509,"VERMONT SYSTEMS, INC.",ESSEX JUNCTION,VT,05452,5189
4510,4510,"GETTING BACK TO THE BASICS, INC.",ASHEVILLE,NC,28813,8976
4511,4511,CCI HOTEL RESERVATIONS,DALLAS,TX,75234,25796
4512,4512,WHITE STAR TOURS & TRA,READING,PA,19607,26583
4513,4513,HAIX NORTH AMERICA,LEXINGTON,KY,40509,27665
4514,4514,FAIRFIELD INN & SUITES,HICKORY,NC,28602,30124
4515,4515,MADDEN NC III,ASHEVILLE,NC,28803,31206
4516,4516,ANIMAL EQUIPMENT BY ST,TEXAS CITY,TX,77518,31747
4517,4517,GOPRO SUBSCRIPTION,SAN MATEO,CA,94402,36616
4518,4518,SIMPLEX TIME RECORDER CO.,CHARLOTTE,NC,28273,3380
4519,4519,IHEARTMEDIA AND ENTERTAINMENT INC.,SAN ANTONIO,TX,78258,20526
4520,4520,PRECISE MRM LLC     ,BURNSVILLE,MN,55337,25103
4521,4521,WE AND ME INC,ASHEVILLE,NC,28803,26692
4522,4522,STANDUPSTATIONS.COM,IRVING,TX,75062,35182
4523,4523,THERESA LYNN WENNER,SUMMERFIELD,FL,34491-8950,35680
4524,4524,PRO SAN MAINTENANCE SU,DURHAM,NC,27703,35846
4525,4525,"WP SKYLAND MF-NC OWNER, LLC",STAMFORD,CT,06902,37340
4526,4526,DURHAM GEO SLOPE INDIC,STONE MOUNTAIN,GA,30087,27190
4527,4527,ASHEVILLE BOLT AND SCR,ASHEVILLE,NC,28805,27688
4528,4528,DINN BROS INCINTERNET,WEST SPRINGFIELD,MA,01089,28684
4529,4529,CANDLEWOOD SUITES OF D,DURHAM,NC,27713,28850
4530,4530,PUBLIC TECHNOLOGY INST,WASHINGTON,DC,200011642,30771
4531,4531,CATAWBA LANDS CONSERVA,CHARLOTTE,NC,28207,33261
4532,4532,"ADVANCED ENVIRONMENTAL SOLUTIONS,LLC",BLACK MOUNTAIN,NC,28711,5942
4533,4533,ASHEVILLE STAFFING RESOURCES,ASHEVILLE,NC,28801,5444
4534,4534,VULCAN INC,FOLEY,AL,36536-1850,2739
4535,4535,TRACER ELECTRONICS LLC,LEBANON,TN,37122,11893
4536,4536,AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,WASHINGTON,DC,20006,22258
4537,4537,"CAMPBELL SHATLEY, PLLC",ASHEVILLE,NC,28804,22590
4538,4538,ON A MISSION LLC    ,CHARLESTON,SC,29403,22756
4539,4539,PARACORDPLANET.COM,FARGO,ND,58102,29703
4540,4540,THE UNIFORM AUTHORITY,MIAMI,FL,33138,31412
4541,4541,PIAZZA WOOD FIRED,ASHEVILLE,NC,28803,31910
4542,4542,C & H AUTO PARTS,ASHEVILLE,NC,28805,509
4543,4543,KATE GUZY,ARDEN,NC,28704,5919
4544,4544,GOLD MEDAL PROD-GREENSBORO DIV,GREENSBORO,NC,27409-2605,1173
4545,4545,TRANSAMERICA LIFE INSURANCE COMPANY,CEDAR RAPIDS,IA,52499,14575
4546,4546,CHASE A. KEARL,ASHEVILLE,NC,28803,34472
4547,4547,INTERNATIONAL TRANSACTION,CITY,ST,12345,35468
4548,4548,INTERNATIONAL TRANSACTION,CITY,ST,12345,36722
4549,4549,CS  FEDLEARNINGC,ORONO,ME,04473,37054
4550,4550,AHIMTAI,LONG BEACH,CA,90807,38551
4551,4551,ASHEVILLE GASTROENTERO,ASHEVILLE,NC,28801,30722
4552,4552,CORPORATE FILINGS LLC,SHERIDAN,WY,828016317,30891
4553,4553,INTERNATIONAL TRANSACTION,GRAZ,DU,,32477
4554,4554,RENTAL ME THIS,ASHEVILLE,NC,28804,33141
4555,4555,TULSTER.COM,JENKS,OK,74037,33476
4556,4556,GOOGLE CLOUD 01DB80-8E,INTERNET,CA,94043,33808
4557,4557,NOURISHING ROOTS ACUPUNCTURE & WELLNESS,ASHEVILLE,NC,28804,25152
4558,4558,TEMPLE PUBLISHING LLC,LAS VEGAS,NV,89123,28398
4559,4559,CROWNE PLAZA UNION STA,INDIANAPOLIS,IN,46225,29895
4560,4560,AXON ENTERPRISE INC,SCOTTSDALE,AZ,85255,6818
4561,4561,NEO CORPORATION,CANTON,NC,28716,1863
4562,4562,HENCO DRAFTING SUPPLIES,ASHEVILLE,NC,28801,1199
4563,4563,HD SUPPLY WATERWORKS 17,ASHEVILLE,NC,28803,20884
4564,4564,"JACOB BALLARD VENTURES, LLC",ASHEVILLE,NC,28806,21757
4565,4565,CAROLINA POWERTRAIN,CHARLOTTE,NC,28269,35491
4566,4566,VILLA CLARA LLC,LARGO,FL,33770,38073
4567,4567,"ROLYN COMPANIES, INC",FLETCHER,NC,28732,21880
4568,4568,FUN DEPOT ASHEVILLE,ASHEVILLE,NC,28803,26835
4569,4569,LASTPASS.COM,FAIRFAX,VA,22031,27167
4570,4570,"SPRINKLE, GEORGE",FLETCHER,NC,28732,29417
4571,4571,SUMMIT SIGN AND SAFETY,LAKE WORTH,FL,33460,31077
4572,4572,WPFC.COM,CHICAGO,IL,60641,33782
4573,4573,CONEXIS             ,PASADENA,CA,91109,23944
4574,4574,SP   PLACEMAKING STORE,NEW YORK CITY,NY,10003,31930
4575,4575,HAMPTON INNS,DENVER,CO,802024205,32600
4576,4576,"ARCA DESIGN, PLLC",ASHEVILLE,NC,28801,34094
4577,4577,ROSS STORES #742,ARDEN,NC,287040000,25438
4578,4578,"MADDEN NC II, INC",ASHEVILLE,NC,28806,25859
4579,4579,CANDLEWOOD WILSON,WASHINGTON,NC,27889,25936
4580,4580,CAFE 4,KNOXVILLE,TN,379020000,27851
4581,4581,"ELSTON, OLIVER",TAYLORS,SC,29687,28017
4582,4582,WESTIN GEORGETOWN,WASHINGTON,DC,200371417,30436
4583,4583,"OCEAN SYSTEMS, A DIVISION OF DYNAMIC TECHNOLOGIES",BURTONSVILLE,MD,20866,7977
4584,4584,ROBERTS & STEVENS PA,ASHEVILLE,NC,28802,7983
4585,4585,ONE YOUTH AT A TIME,ASHEVILLE,NC,28802,1983
4586,4586,LUMINATOR TECHNOLOGY GROUP INC.,PLANO,TX,75074,16141
4587,4587,"B.H. GRANING LANDSCAPES, INC.",SYLVA,NC,28779,33453
4588,4588,HENRY D. MITCHELL,ASHEVILLE,NC,28803,34492
4589,4589,AMERON POLE PRODUCTS,FILLMORE,CA,93015,35156
4590,4590,PAW EPPERSON TREE,SALUDA,NC,28773,36822
4591,4591,SURE-CLOSE INC,OTTAWA,ON,K1H 1E1,37320
4592,4592,BATTERYCLERKCOM,RIDGEWOOD,NJ,07450,25295
4593,4593,"BLACK, JEFFREY      ",ASHEVILLE,NC,28801,25461
4594,4594,MIKES FALCONRY SUPPLIE,GRESHAM,OR,970800000,26500
4595,4595,NATIONAL STORMWATER CE,BEL AIR,MD,21014,31787
4596,4596,"TRILLIUM SOLUTIONS, INC.",PORTLAND,OR,,17987
4597,4597,"STERLING WATER TECHNOLOGIES, LLC",COLUMBIA,TN,38401,15408
4598,4598,ZIPRECRUITER INC.,SANTA MONICA,CA,90401,36799
4599,4599,NC SUSTAINABLE ENERGY,RALEIGH,NC,27609,28564
4600,4600,BACKWATER REPTILES,ROCKLIN,CA,95677,29397
4601,4601,SP   BLACKHAWK SUPPLY,HOFFMAN ESTATES,IL,60169,30728
4602,4602,HIS CHATTANOOGA/DOWN,CHATTANOOGA,TN,37402,31389
4603,4603,MORRISON GUN SPECIALTI,ASHEVILLE,NC,28806,31810
4604,4604,INDEPENDENT PUBLISHERS,CHICAGO,IL,60610,33974
4605,4605,PAPER MART,ORANGE,CA,92865,25146
4606,4606,U.S. TACTICAL SUPPLY I,ALBANY,OR,973213150,25318
4607,4607,PROFESSIONAL SAFETY SU,VICTORIA,TX,77901,26643
4608,4608,Mamacita's Taco Temple,ASHEVILLE,NC,28801,28143
4609,4609,CLAYTON W. GRIFFITH,ASHEVILLE,NC,28801,8767
4610,4610,DUKE ENERGY CORP.,CHARLOTTE,NC,28272-0516,3357
4611,4611,ATLANTA HIDTA -ASHEVILLE,ASHEVILLE,NC,28801,12603
4612,4612,PARK WAREHOUSE- LLC,KINGSPOINT,FL,33446,35448
4613,4613,INDUSTRIAL SCIENTIFIC,PITTSBURGH,PA,15205,38571
4614,4614,LUIS CARLOS SERAPIO,ASHEVILLE,NC,28804,27210
4615,4615,ALTEC INDUSTRIES,BIRMINGHAM,AL,35242,27333
4616,4616,AKAHANA ASIAN BISTRO,CHARLOTTE,NC,28205,32620
4617,4617,DEBORAH TURETT,ASHEVILLE,NC,28804,33161
4618,4618,DF SUPPLY INC,STREETSBORO,OH,44241,33284
4619,4619,HOWELL WOODS ENVIRONME,FOUR OAKS,NC,27524,33825
4620,4620,"MATTHEW BENDER & COMPANY, INC",PHILIDELPHIA,PA,19170-0178,303
4621,4621,GREEN LINE MEDIA,ASHEVILLE,NC,28802-0144,1714
4622,4622,TRANE COMFORT SOLUTIONS,ATLANTA,GA,30384-6469,10121
4623,4623,MAACO COLLISION REPAIR,ASHEVILLE,NC,28806,29603
4624,4624,COVETRUS NORTH AMERICA,DUBLIN,OH,43017,38757
4625,4625,HAMPTON INNS,WINCHESTER,KY,40391,29852
4626,4626,KENRICK NESBIT,SWANNANOA,NC,28778,33682
4627,4627,DATUM FILING SYSTEMS I,GOLDSBORO,PA,17318,33931
4628,4628,WHOVA INC.,SAN DIEGO,CA,92121,34180
4629,4629,PEPPERONIS GOURMET PIZ,BLACK MTN,NC,28711,38010
4630,4630,SP   BLUE RIDGE SIGN S,ASHEVILLE,NC,28806,38508
4631,4631,SHRED-IT US JV LLC,LAKE FOREST,IL,60045,6895
4632,4632,ADVANTAGE INDUSTRIAL AUTOMATION,DULUTH,GA,30096,10725
4633,4633,SHARON TRACEY BARRETT,ASHEVILLE,NC,28801,23211
4634,4634,SP   WEBOOST,COTTONWOOD HEIGHTS,UT,84121,38365
4635,4635,PERFORMANCE PRODUCTS UNLIMITED LLC,GREER,SC,29650,38402
4636,4636,EMA EMMA EMAIL MARKET,NASHVILLE,TN,37210,26414
4637,4637,FOUR STAR CAR WASH 2,ASHEVILLE,NC,28805,29709
4638,4638,SP   BULBAMERICA,NEW YORK CITY,NY,11101,30244
4639,4639,PIZZA HUT 036632,ASHEVILLE,NC,28805,34037
4640,4640,SP   TRAE GOODS,IRVINE,CA,92618,36244
4641,4641,G20 TECHNOLOGIES LLC,BOUND BROOK,NJ,08805,36742
4642,4642,BENJAMIN T BEASLEY & ASSOCIATE,ASHEVILLE,NC,28806,340
4643,4643,"MARY WEBER LANDSCAPE ARCHITECTURE,PLLC",ASHEVILLE,NC,28801,13324
4644,4644,LINKEDIN CORPORATION,MOUNTAIN VIEW,CA,94043,23652
4645,4645,SOUTHEAST STORMWATER A,TALLAHASEE,FL,32301,32222
4646,4646,HILTON HOTELS,DURHAM,NC,277052328,32308
4647,4647,NORTH CAROLINA SOLID W,TERRELL,NC,286820134,33055
4648,4648,TURF DYNAMICS INC.,PICKENS,SC,29671,33304
4649,4649,TEG LEASE FEE,FORT MYERS,FL,339073835,37383
4650,4650,DATAINTERFACES.COM,ALAMO,CA,94507,37632
4651,4651,BUNCOMBE COUNTY SERVICE FOUNDATION,ASHEVILLE,NC,28801,26649
4652,4652,MIGHTY DOLLAR GREENVIL,GREENVILLE,SC,29615,28727
4653,4653,AH HAH! MUSIC PRODUCTIONS,ASHEVILLE,NC,28806,30977
4654,4654,CELEBRATIONS YOUR PART,ASHEVILLE,NC,28805,31226
4655,4655,BRANDON CENTER HOTEL,TAMPA,FL,33619,31973
4656,4656,MALVERN HILLS BAKERY,ASHEVILLE,NC,28806,32059
4657,4657,BEST WESTERN PLUS ST C,NEW ORLEANS,LA,70130,25630
4658,4658,HOLIDAY INN EXPRESS SU,SALISBURY,NC,28144,27290
4659,4659,PERMITS & CERTIFICATES,LAGUNA NIGUEL,CA,92677,29995
4660,4660,INTERNATIONAL MUNICIPA,ROCKLEDGE,FL,329553613,31581
4661,4661,HAMPTON INNS,BEAUFORT,SC,299023719,33241
4662,4662,HUMANE RESTRAINT CO,MADISON,WI,53597,34323
4663,4663,GEMPLER'S,JANESVILLE,WI,53546,35946
4664,4664,BITLY.COM,NEW YORK CITY,NY,10010,38651
4665,4665,CAROLINA NATIVE NURSERY,BURNSVILLE,NC,28714,7379
4666,4666,ISGETT DISTRIBUTORS,ASHEVILLE,NC,28806,1379
4667,4667,"ATLANTIC EMERGENCY SOLUTIONS, INC.",COLFAX,NC,27235,15786
4668,4668,HILINSKI            ,ASHEVILLE,NC,28801,24442
4669,4669,"VISTELAR,LLC",MILWAUKEE,WI,53202,35262
4670,4670,HOMES TO SUITES BY HIL,GREENVILLE,SC,296155032,35760
4671,4671,GOOGLE APPS DIRECTORY,HOUSTON,TX,77062,37426
4672,4672,NC SAFETY CONFERENCE INC,ROANOKE RAPIDS,NC,27870,24940
4673,4673,FRIENDLIEST HOTEL,GREENSBORO,NC,27408,26855
4674,4674,FRANKLIN SPORTS WEB,STOUGHTON,MA,02072,28770
4675,4675,RENT-A-CENTER #0417,ASHEVILLE,NC,28806,29268
4676,4676,WATCO COMPANIES,PITTSBURG,KS,66762,31183
4677,4677,ANNE BAYER,ASHEVILLE,NC,28806,31432
4678,4678,KENNEDY CLAIM SERVICE,ASHEVILLE,NC,28815,1528
4679,4679,ASHEVILLE HUMANE SOCIETY,ASHEVILLE,NC,28806,1030
4680,4680,"NC RURAL WATER ASSOCIATION, INC.",WELCOME,NC,27374,9145
4681,4681,CINTAS  CORPORATION NO. 2,CINCINNATI,OH,45262-5737,21004
4682,4682,BULK REEF SUPPLY,GOLDEN VALLEY,MN,55427,35654
4683,4683,CAROLINA VACUUMS 6,ASHEVILLE,NC,28805,36785
4684,4684,MIGHTYTEXT,SANTA CLARA,CA,95054,37326
4685,4685,NC MEDICAL BOARD,RALEIGH,NC,27609,37824
4686,4686,FIFTH SEASON GARDEN,CARRBORO,NC,27510,26955
4687,4687,AIRPORTSHUTTLES.COM,SAN FRANCISCO,CA,94105,26998
4688,4688,PRISM ANALYTICAL TECH,MT PLEASANT,MI,48858,27004
4689,4689,SKD TACTICAL,PACIFIC,MO,63069,32949
4690,4690,OPC WILKES CC T&F,WILKESBORO,NC,28697,35162
4691,4691,COOPER CONSTRUCTION INC,HENDERSONVILLE,NC,28793,589
4692,4692,INTERNATIONAL TRANSACTION,CITY,ST,0,37967
4693,4693,"O'NEAL III, JAMES   ",CANDLER,NC,28715,25232
4694,4694,TMS EXHAUST SPECIALTIE,ASHEVILLE,NC,28803,27396
4695,4695,INTERNATIONAL ASSOCIAT,WASHINGTON,DC,20001,32806
4696,4696,"COACHCRAFTERS, INC.",TAVARES,FL,32778,34970
4697,4697,OEC PETROLEUM SYSTEMS INC,SPARTANBURG,SC,29304,3984
4698,4698,MARK SMALL,FLETCHER,NC,28732-4625,2361
4699,4699,"FIFTH ELEMENT FIRE PROTECTION, LLC",BARNARDSVILLE,NC,28709,10476
4700,4700,STRADA ITALIANO,ASHEVILLE,NC,28801,26706
4701,4701,"BRADLEY AND CONNER GRADING CONTRACTORS, INC.",BREVARD,NC,28712,33247
4702,4702,STEPNPULL.COM,FAIR GROVE,MO,65648,34870
4703,4703,MIRO.COM,SAN FRANCISCO,CA,94105,35952
4704,4704,ALL STATES AG PARTS 2,DOWNING,WI,54734,38116
4705,4705,NUTRI-SYSTEMS CORP,ASHEVILLE,NC,28802,38657
